english,portuguese,level,category,grammar_points
"The service was poor, but the milk was cheap.","O atendimento foi ruim, mas o leite estava barato.",B2,shopping,"[""contrast""]"
"The service was average, but the milk was crowded.","O atendimento foi mediana, mas o leite estava cheio.",B2,shopping,"[""contrast""]"
"The service was great, but the shampoo was crowded.","O atendimento foi ótima, mas o shampoo estava cheio.",B2,shopping,"[""contrast""]"
"The service was poor, but the tickets was busy.","O atendimento foi ruim, mas o ingressos estava movimentado.",B2,shopping,"[""contrast""]"
"The service was poor, but the soap was expensive.","O atendimento foi ruim, mas o sabão estava caro.",B2,shopping,"[""contrast""]"
"The service was great, but the soap was expensive.","O atendimento foi ótima, mas o sabão estava caro.",B2,shopping,"[""contrast""]"
I wish I had more time to cook at home.,Eu gostaria de ter mais tempo para cozinhar em casa.,B2,opinions,"[""wish""]"
The neighbor who lives upstairs plays music late.,O vizinho que mora em cima toca música tarde.,B2,home,"[""relative clauses""]"
"The service was poor, but the medicine was cheap.","O atendimento foi ruim, mas o remédio estava barato.",B2,shopping,"[""contrast""]"
"The service was poor, but the tickets was crowded.","O atendimento foi ruim, mas o ingressos estava cheio.",B2,shopping,"[""contrast""]"
"The service was poor, but the milk was quiet.","O atendimento foi ruim, mas o leite estava tranquilo.",B2,shopping,"[""contrast""]"
"The service was great, but the milk was quiet.","O atendimento foi ótima, mas o leite estava tranquilo.",B2,shopping,"[""contrast""]"
We should cook at home more often because it saves time.,Nós deveríamos cozinhar em casa com mais frequência porque economiza tempo.,B2,opinions,"[""modal should""]"
"If I had known about the delay, I would be at the pharmacy by now.","Se eu soubesse do atraso, eu já estaria no a farmácia.",B2,conversation,"[""mixed conditionals""]"
"The service was average, but the batteries was quiet.","O atendimento foi mediana, mas o pilhas estava tranquilo.",B2,shopping,"[""contrast""]"
"The service was great, but the bread was quiet.","O atendimento foi ótima, mas o pão estava tranquilo.",B2,shopping,"[""contrast""]"
"The service was poor, but the milk was busy.","O atendimento foi ruim, mas o leite estava movimentado.",B2,shopping,"[""contrast""]"
"The service was poor, but the tickets was quiet.","O atendimento foi ruim, mas o ingressos estava tranquilo.",B2,shopping,"[""contrast""]"
"The service was great, but the toothpaste was crowded.","O atendimento foi ótima, mas o pasta de dente estava cheio.",B2,shopping,"[""contrast""]"
"If I had known about the delay, I would be at the bank by now.","Se eu soubesse do atraso, eu já estaria no o banco.",B2,conversation,"[""mixed conditionals""]"
"The service was average, but the eggs was crowded.","O atendimento foi mediana, mas o ovos estava cheio.",B2,shopping,"[""contrast""]"
"The service was poor, but the paper towels was clean.","O atendimento foi ruim, mas o papel toalha estava limpo.",B2,shopping,"[""contrast""]"
"If I had known about the delay, I would be at the supermarket by now.","Se eu soubesse do atraso, eu já estaria no o supermercado.",B2,conversation,"[""mixed conditionals""]"
"The service was great, but the soap was busy.","O atendimento foi ótima, mas o sabão estava movimentado.",B2,shopping,"[""contrast""]"
"The service was average, but the toothpaste was quiet.","O atendimento foi mediana, mas o pasta de dente estava tranquilo.",B2,shopping,"[""contrast""]"
"The service was average, but the soap was expensive.","O atendimento foi mediana, mas o sabão estava caro.",B2,shopping,"[""contrast""]"
"The service was great, but the milk was busy.","O atendimento foi ótima, mas o leite estava movimentado.",B2,shopping,"[""contrast""]"
The deadline was moved to Saturday.,O prazo foi adiado para sábado.,B2,work,"[""passive voice""]"
"The service was poor, but the eggs was cheap.","O atendimento foi ruim, mas o ovos estava barato.",B2,shopping,"[""contrast""]"
"The service was great, but the bread was cheap.","O atendimento foi ótima, mas o pão estava barato.",B2,shopping,"[""contrast""]"
My manager said that the deadline was moved.,Meu gerente disse que o prazo foi adiado.,B2,work,"[""reported speech""]"
"The service was poor, but the paper towels was busy.","O atendimento foi ruim, mas o papel toalha estava movimentado.",B2,shopping,"[""contrast""]"
"If I had more time, I would meet friends.","Se eu tivesse mais tempo, eu iria encontrar amigos.",B2,opinions,"[""second conditional""]"
"The service was great, but the toothpaste was clean.","O atendimento foi ótima, mas o pasta de dente estava limpo.",B2,shopping,"[""contrast""]"
"The service was great, but the shampoo was clean.","O atendimento foi ótima, mas o shampoo estava limpo.",B2,shopping,"[""contrast""]"
"The service was great, but the toothpaste was cheap.","O atendimento foi ótima, mas o pasta de dente estava barato.",B2,shopping,"[""contrast""]"
"The service was poor, but the tickets was cheap.","O atendimento foi ruim, mas o ingressos estava barato.",B2,shopping,"[""contrast""]"
"The service was average, but the milk was quiet.","O atendimento foi mediana, mas o leite estava tranquilo.",B2,shopping,"[""contrast""]"
"The service was average, but the medicine was cheap.","O atendimento foi mediana, mas o remédio estava barato.",B2,shopping,"[""contrast""]"
"The service was average, but the batteries was busy.","O atendimento foi mediana, mas o pilhas estava movimentado.",B2,shopping,"[""contrast""]"
"The service was average, but the medicine was crowded.","O atendimento foi mediana, mas o remédio estava cheio.",B2,shopping,"[""contrast""]"
"The service was average, but the bread was quiet.","O atendimento foi mediana, mas o pão estava tranquilo.",B2,shopping,"[""contrast""]"
The deadline was moved to Wednesday.,O prazo foi adiado para quarta-feira.,B2,work,"[""passive voice""]"
"The service was average, but the shampoo was busy.","O atendimento foi mediana, mas o shampoo estava movimentado.",B2,shopping,"[""contrast""]"
"The service was great, but the medicine was cheap.","O atendimento foi ótima, mas o remédio estava barato.",B2,shopping,"[""contrast""]"
"The service was great, but the eggs was expensive.","O atendimento foi ótima, mas o ovos estava caro.",B2,shopping,"[""contrast""]"
"The service was poor, but the shampoo was clean.","O atendimento foi ruim, mas o shampoo estava limpo.",B2,shopping,"[""contrast""]"
The deadline was moved to Sunday.,O prazo foi adiado para domingo.,B2,work,"[""passive voice""]"
"The service was average, but the milk was cheap.","O atendimento foi mediana, mas o leite estava barato.",B2,shopping,"[""contrast""]"
"The service was poor, but the toothpaste was cheap.","O atendimento foi ruim, mas o pasta de dente estava barato.",B2,shopping,"[""contrast""]"
"The service was great, but the milk was crowded.","O atendimento foi ótima, mas o leite estava cheio.",B2,shopping,"[""contrast""]"
"The service was poor, but the soap was cheap.","O atendimento foi ruim, mas o sabão estava barato.",B2,shopping,"[""contrast""]"
"The service was great, but the bread was clean.","O atendimento foi ótima, mas o pão estava limpo.",B2,shopping,"[""contrast""]"
"The service was average, but the soap was clean.","O atendimento foi mediana, mas o sabão estava limpo.",B2,shopping,"[""contrast""]"
"The service was great, but the soap was quiet.","O atendimento foi ótima, mas o sabão estava tranquilo.",B2,shopping,"[""contrast""]"
"If I had more time, I would study English.","Se eu tivesse mais tempo, eu iria estudar inglês.",B2,opinions,"[""second conditional""]"
"The service was average, but the shampoo was crowded.","O atendimento foi mediana, mas o shampoo estava cheio.",B2,shopping,"[""contrast""]"
I wish I had more time to read a book.,Eu gostaria de ter mais tempo para ler um livro.,B2,opinions,"[""wish""]"
"The service was average, but the milk was expensive.","O atendimento foi mediana, mas o leite estava caro.",B2,shopping,"[""contrast""]"
"The service was great, but the shampoo was cheap.","O atendimento foi ótima, mas o shampoo estava barato.",B2,shopping,"[""contrast""]"
"The service was average, but the eggs was quiet.","O atendimento foi mediana, mas o ovos estava tranquilo.",B2,shopping,"[""contrast""]"
"The service was poor, but the tickets was clean.","O atendimento foi ruim, mas o ingressos estava limpo.",B2,shopping,"[""contrast""]"
"The service was average, but the paper towels was busy.","O atendimento foi mediana, mas o papel toalha estava movimentado.",B2,shopping,"[""contrast""]"
"The service was poor, but the bread was cheap.","O atendimento foi ruim, mas o pão estava barato.",B2,shopping,"[""contrast""]"
"The service was poor, but the eggs was expensive.","O atendimento foi ruim, mas o ovos estava caro.",B2,shopping,"[""contrast""]"
The deadline was moved to Friday.,O prazo foi adiado para sexta-feira.,B2,work,"[""passive voice""]"
We should cook at home more often because it is convenient.,Nós deveríamos cozinhar em casa com mais frequência porque é prático.,B2,opinions,"[""modal should""]"
"If I had more time, I would read a book.","Se eu tivesse mais tempo, eu iria ler um livro.",B2,opinions,"[""second conditional""]"
"The service was poor, but the bread was expensive.","O atendimento foi ruim, mas o pão estava caro.",B2,shopping,"[""contrast""]"
"The service was poor, but the milk was expensive.","O atendimento foi ruim, mas o leite estava caro.",B2,shopping,"[""contrast""]"
"The service was poor, but the shampoo was crowded.","O atendimento foi ruim, mas o shampoo estava cheio.",B2,shopping,"[""contrast""]"
"The service was great, but the batteries was cheap.","O atendimento foi ótima, mas o pilhas estava barato.",B2,shopping,"[""contrast""]"
"The service was poor, but the medicine was crowded.","O atendimento foi ruim, mas o remédio estava cheio.",B2,shopping,"[""contrast""]"
"The service was great, but the tickets was clean.","O atendimento foi ótima, mas o ingressos estava limpo.",B2,shopping,"[""contrast""]"
"The service was great, but the shampoo was expensive.","O atendimento foi ótima, mas o shampoo estava caro.",B2,shopping,"[""contrast""]"
"The service was average, but the shampoo was quiet.","O atendimento foi mediana, mas o shampoo estava tranquilo.",B2,shopping,"[""contrast""]"
"The service was average, but the tickets was cheap.","O atendimento foi mediana, mas o ingressos estava barato.",B2,shopping,"[""contrast""]"
"The service was great, but the shampoo was busy.","O atendimento foi ótima, mas o shampoo estava movimentado.",B2,shopping,"[""contrast""]"
"The service was average, but the tickets was expensive.","O atendimento foi mediana, mas o ingressos estava caro.",B2,shopping,"[""contrast""]"
"If I had more time, I would go grocery shopping.","Se eu tivesse mais tempo, eu iria fazer compras.",B2,opinions,"[""second conditional""]"
"The service was poor, but the paper towels was expensive.","O atendimento foi ruim, mas o papel toalha estava caro.",B2,shopping,"[""contrast""]"
I wish I had more time to work out.,Eu gostaria de ter mais tempo para treinar.,B2,opinions,"[""wish""]"
"The service was average, but the paper towels was clean.","O atendimento foi mediana, mas o papel toalha estava limpo.",B2,shopping,"[""contrast""]"
"The service was poor, but the batteries was quiet.","O atendimento foi ruim, mas o pilhas estava tranquilo.",B2,shopping,"[""contrast""]"
"The service was average, but the medicine was busy.","O atendimento foi mediana, mas o remédio estava movimentado.",B2,shopping,"[""contrast""]"
"The service was poor, but the toothpaste was busy.","O atendimento foi ruim, mas o pasta de dente estava movimentado.",B2,shopping,"[""contrast""]"
I wish I had more time to watch a movie.,Eu gostaria de ter mais tempo para assistir a um filme.,B2,opinions,"[""wish""]"
"The service was great, but the paper towels was quiet.","O atendimento foi ótima, mas o papel toalha estava tranquilo.",B2,shopping,"[""contrast""]"
"The service was great, but the bread was expensive.","O atendimento foi ótima, mas o pão estava caro.",B2,shopping,"[""contrast""]"
"The service was poor, but the shampoo was expensive.","O atendimento foi ruim, mas o shampoo estava caro.",B2,shopping,"[""contrast""]"
