id,english,ipa,portuguese,level,word_type,definition_en,definition_pt,example_en,example_pt,tags
9371,gravitation,,gravitaÃ§Ã£o,B2,noun,,,A forÃ§a fundamental de atraÃ§Ã£o que existe entre todas as partÃ­culas com massa no universo. Ã‰ a mais fraca das quatro forÃ§as e possui um bÃ³son de gauge conhecido como grÃ¡viton.,"A força fundamental de atração que existe entre todas as partículas com massa no universo é a gravidade, sendo a mais fraca das quatro forças e possuindo um bóson de gauge conhecido como graviton.",
9373,gravy,,molho,B2,noun,,,She served the roasted turkey with a generous helping of homemade gravy.,Ela serviu o peru assado com uma generosa colherada de molho caseiro.,
9375,granulation,,granulaÃ§Ã£o,B2,noun,,,The doctor explained that the wound's granulation was a sign of healing progress.,O médico explicou que a formação granulativa da ferida era um sinal de progresso na cura.,
9376,graf,,grÃ¡fico,B2,,,,"I couldn't find any information on a word that matches the exact token ""graf"" in English. It's possible that it's a word from a specific domain or language that I'm not familiar with.","Não consegui encontrar qualquer informação sobre uma palavra que corresponda ao token exato ""graf"" em inglês.",
9377,grayish,,acinzentado,B2,,,,The old stone building had a grayish hue that blended nicely with the surrounding landscape.,O antigo edifício de pedra tinha um tom cinza que se misturava bem com o paisagem circundante.,
9378,hapless,,azarado,B2,adjective,,,The hapless tourist got lost in the city streets despite following all the maps and guides.,"O turista desafortunado se perdeu nas ruas da cidade, apesar de seguir todos os mapas e guias.",
9380,hallowed,,sagrado,B2,verb,,,Santificar.,Sacralizar.,
9385,harmonize,,harmonizar,B2,verb,,,"To make music with our choir, we need to harmonize the different vocal parts so they sound together well.","Para fazer música com nossa coro, precisamos harmonizar as diferentes partes vocais para que soem bem juntas.",
9386,habituation,,habituaÃ§Ã£o,B2,noun,,,The psychologist studied the effects of habituation on children's responses to loud noises.,O psicólogo estudiou os efeitos da habituação nas respostas dos crianças aos barulhos fortes.,
9387,hallucination,,alucinaÃ§Ã£o,B2,noun,,,as in delirium tremens,Em um estado de alucinação severa.,
9388,harnessed,,aproveitado,B2,verb,,,The park rangers had harnessed the power of volunteers to clean up the local wildlife reserve.,Os guardas do parque haviam aproveitado a energia dos voluntários para limpar o reservatório local de vida selvagem.,
9389,haute,,alta,B2,,,,The designer chose a haute couture dress for her daughter's wedding.,O designer escolheu uma roupa de haute couture para o casamento da filha.,
9390,harvester,,colheitadeira,B2,noun,,,The farmer used a harvester to collect wheat from the fields after the harvest season.,O agricultor usou uma moinho para coletar trigo das colheiras após a temporada de colheita.,
9393,harshness,,Aspereza,B2,noun,,,The music critic's review was criticized for its harshness towards the artist's new album.,A crítica da música foi criticada por sua dureza em relação ao novo álbum do artista.,
9394,hari,,cabelo,B2,,,,"I couldn't find any English example sentence that uses the word ""hari"" exactly. However, I can suggest a creative solution:","A palavra ""hari"" é usada em alguns idiomas para expressar um sentimento de alegria ou júbilo, por exemplo: ""Eu fiquei hari ao saber que consegui passar no exame"".",
9397,hacienda,,fazenda,B2,noun,,,"geralmente em locais onde a cultura colonial espanhola teve influÃªncia arquitetÃ´nica.""",Geralmente em locais onde a cultura colonial espanhola teve influência arquitetônica.,
9399,harmonization,,harmonizaÃ§Ã£o,B2,noun,,,The government's efforts to reduce trade barriers led to a successful harmonization of international business practices in the region.,As esforços do governo para reduzir os barreiras comerciais levaram à harmonização bem-sucedida de práticas de negócios internacionais na região.,
9401,habsburg,,habsburgo,B2,,,,The Habsburg dynasty played a significant role in the history of Austria and its many European territories.,A dinastia Habsburgo desempenhou um papel importante na história da Áustria e de suas muitas territórios europeus.,
9402,harms,,danos,B2,noun,,,The new policy has been criticized because it harms low-income families who cannot afford to pay the increased rent.,A nova política foi criticada porque prejudica famílias de baixa renda que não podem pagar o aluguel aumentado.,
9404,inexorable,,inexorÃ¡vel,B2,adjective,,,The politician's decision to raise taxes was an inexorable part of his budget plan that would eventually affect every citizen.,A decisão do político de aumentar impostos era uma parte inevitável do seu plano orçamentário que afetaria todos os cidadãos eventualmente.,
9405,inscrutable,,impenetrÃ¡vel,B2,noun,,,The ancient hieroglyphics on the temple wall were an inscrutable puzzle that had puzzled archaeologists for centuries.,Os antigos hieroglifos na parede do templo eram um enigma insolvável que havia confundido os arqueólogos por séculos.,
9406,incongruous,,incongruente,B2,adjective,,,The modern art exhibit featured an incongruous juxtaposition of ancient and contemporary pieces that left many viewers perplexed.,A exposição de arte moderna apresentava uma incongruência na juntada de peças antigas e contemporâneas que deixou muitos espectadores perplexos.,
9407,incisive,,incisivo,B2,adjective,,,The professor's comments were always incisive and helped her students to better understand complex ideas.,O comentário do professor era sempre incisivo e ajudava seus alunos a entender melhor ideias complexas.,
9408,innocuous,,inÃ³cuo,B2,adjective,,,"The plastic packaging was deemed innocuous by environmentalists, but experts still warned about its potential harm to marine life.","O pacote plástico foi considerado inofensivo pelos ambientalistas, mas os especialistas ainda alertavam sobre seu potencial de dano à vida marinha.",
9410,inept,,inepto,B2,adjective,,,The new teacher was surprisingly inept at managing a classroom of rowdy teenagers.,O novo professor era surpreendentemente inepto em gerenciar uma sala de turmas cheias de adolescentes desordeiros.,
9413,insolent,,insolente,B2,noun,,,The insolent teenager refused to do his chores and instead spent all day playing video games in front of the TV.,"O adolescente insolente recusou-se a fazer seus deveres e, em vez disso, passou todo o dia jogando videogames à frente da TV.",
9414,ineffable,,inefÃ¡vel,B2,adjective,,,The poet's description of the sunset was so breathtaking that it seemed almost ineffable.,A descrição do poeta sobre o pôr do sol era tão emocionante que parecia quase inexprimível.,
9415,inadvertent,,inadvertido,B2,adjective,,,"The professor's inadvertent comment about the student's accent was meant to be reassuring, but it came across as insensitive.","O comentário do professor sobre o sotaque da estudante foi intencionalmente aliviador, mas veio como insensível.",
9416,inexorably,,inexoravelmente,B2,adverb,,,The city's plans to expand its public transportation system were inexorably moving forward despite opposition from local residents.,Os planos da cidade para ampliar seu sistema de transporte público estavam inexoravelmente avançando apesar da oposição dos moradores locais.,
9417,incandescent,,incandescente,B2,noun,,,The light bulb emitted an incandescent glow as it was turned on after hours of darkness.,A lâmpada de luz emitia uma luz quente quando foi ligada após horas de escuridão.,
9418,insurgent,,insurgente,B2,noun,,,The police had to deal with an insurgent group that had taken over a abandoned building in the city.,A polícia lidou com um grupo insurretista que havia ocupado uma construção abandonada na cidade.,
9419,indigent,,indigente,B2,noun,,,Uma pessoa necessitada ou em situaÃ§Ã£o de pobreza.,Pessoa necessitada ou em situação de pobreza.,
9420,inconsequential,,insignificante,B2,noun,,,Discussing the minor details of my plans was considered inconsequential by my friends when we decided to go to the party together.,Discutir detalhes menores de meus planos era considerado insignificante pelos meus amigos quando decidimos ir à festa juntos.,
9421,insolence,,insolÃªncia,C1,noun,,,The manager's lack of apology was a stark example of insolence towards her former employee.,A falta de desculpa do gerente foi um exemplo maciço de insubordinação em relação ao antigo empregado.,
9422,interminable,,interminÃ¡vel,C1,noun,,,Listening to the same song on repeat can be an interminable experience.,Ouvir uma mesma música de várias vezes pode ser uma experiência interminável.,
9423,inconspicuous,,imperceptÃ­vel,C1,adjective,,,The artist carefully painted an inconspicuous background to focus attention on her main subject in the portrait.,A artista pintou cuidadosamente uma fundo discreto para focar a atenção em seu objeto principal no retrato.,
9424,insatiable,,insaciÃ¡vel,C1,noun,,,Her insatiable appetite led her to try every exotic cuisine she could find on a weekend food tour.,Sua fome insaciável a levou a tentar cada cozinha exótica que pudesse encontrar em uma turnê de comida de fim de semana.,
9425,introspective,,introspectivo,C1,adjective,,,"After a long, introspective walk through the woods, Sarah returned home feeling more connected to nature.","Depois de uma caminhada longa e reflexiva pelas árvores, Sarah voltou em casa com o sentimento de estar mais conectado à natureza.",
